,Unnamed: 0,avg_monthly_hrs,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,status,tenure,age,gender,marital_status,department_D00-AD,department_D00-ENG,department_D00-FN,department_D00-IT,department_D00-MN,department_D00-MT,department_D00-PD,department_D00-PR,department_D00-SP,department_D00-SS
8483,9448,181.0,0.0,0.368774,3,0.0,1,0.442706,0,2.0,25,0,0,0,0,0,1,0,0,0,0,0,0
8484,9449,251.0,0.0,0.992606,5,0.0,1,0.989543,0,4.0,47,1,1,0,0,0,0,0,0,1,0,0,0
8485,9450,239.0,0.0,0.888328,3,0.0,2,0.699726,0,3.0,24,0,0,0,0,0,1,0,0,0,0,0,0
8486,9451,111.0,0.0,0.573948,3,0.0,2,0.43787,0,4.0,24,1,0,1,0,0,0,0,0,0,0,0,0
8487,9452,139.0,0.0,0.771938,5,0.0,2,0.237266,0,4.0,28,1,1,0,0,0,0,0,0,1,0,0,0
8488,9453,141.0,0.0,0.550108,5,0.0,2,0.884453,0,2.0,48,1,1,0,0,0,0,0,0,0,0,0,1
8489,9454,213.0,0.0,0.770464,3,0.0,3,0.543262,0,3.0,25,0,0,0,0,0,0,0,0,0,0,0,1
8490,9455,263.0,1.0,0.768966,4,0.0,2,0.65834,0,2.0,53,1,1,0,1,0,0,0,0,0,0,0,0
8491,9456,148.0,0.0,1.0,3,0.0,1,0.985029,0,4.0,27,0,0,0,0,0,0,0,0,0,0,0,1
8492,9457,228.0,0.0,0.476656,4,0.0,2,0.932092,0,2.0,30,0,1,0,0,0,0,0,0,0,0,0,1
8493,9458,262.0,0.0,0.662341,5,0.0,2,0.167312,0,6.0,48,0,1,0,0,0,0,0,0,0,0,1,0
8494,9459,304.0,0.0,0.916594,6,0.0,1,0.138118,1,4.0,45,0,1,0,0,0,0,0,0,0,0,0,1
8495,9460,239.0,0.0,0.517852,3,0.0,2,0.5872,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
8496,9461,180.0,0.0,0.766989,3,0.0,2,0.540211,0,2.0,22,0,0,0,1,0,0,0,0,0,0,0,0
8497,9462,167.0,0.0,0.540575,4,0.0,1,0.954228,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,0
8498,9463,240.0,0.0,0.854576,3,0.0,2,0.913737,0,7.0,24,0,0,0,0,0,0,0,0,0,0,0,1
8499,9464,176.0,0.0,0.51258,2,0.0,1,0.680395,0,5.0,22,0,0,0,0,0,0,0,0,1,0,0,0
8500,9465,106.0,0.0,0.750499,6,0.0,1,0.255195,0,5.0,51,0,1,0,1,0,0,0,0,0,0,0,0
8501,9466,228.0,0.0,0.620153,5,1.0,2,0.841233,0,3.0,46,0,1,0,1,0,0,0,0,0,0,0,0
8502,9467,137.0,0.0,0.474763,2,0.0,2,0.444775,1,3.0,27,0,0,0,1,0,0,0,0,0,0,0,0
8503,9468,214.0,0.0,0.851792,6,0.0,1,0.684559,0,2.0,31,1,1,0,0,0,0,0,0,0,0,0,1
8504,9470,159.0,0.0,0.877466,4,0.0,1,0.69154,0,2.0,31,0,1,0,0,0,0,0,1,0,0,0,0
8505,9471,172.0,1.0,0.86957,4,0.0,2,0.817841,0,3.0,30,0,1,0,0,0,0,0,0,0,0,0,1
8506,9472,175.0,0.0,0.70866,4,0.0,2,0.629542,0,4.0,43,0,1,0,0,0,0,0,0,0,0,0,0
8507,9473,186.0,1.0,0.436699,3,0.0,2,0.547187,0,3.0,24,0,0,0,0,0,1,0,0,0,0,0,0
8508,9474,152.0,0.0,0.499671,2,0.0,1,0.508354,1,3.0,26,0,0,0,0,0,0,0,0,0,0,0,1
8509,9476,223.0,1.0,0.899641,5,0.0,2,0.654911,0,3.0,47,0,1,0,0,1,0,0,0,0,0,0,0
8510,9477,241.0,0.0,0.828834,3,0.0,2,0.774838,0,3.0,29,0,0,0,1,0,0,0,0,0,0,0,0
8511,9478,160.0,0.0,0.726058,3,0.0,2,0.852837,0,3.0,27,0,0,0,0,0,1,0,0,0,0,0,0
8512,9479,255.0,0.0,0.386893,2,0.0,2,0.624877,0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,1
8513,9480,161.0,0.0,0.793347,4,0.0,2,0.530682,0,2.0,31,1,1,0,0,0,1,0,0,0,0,0,0
8514,9481,132.0,0.0,0.390937,2,0.0,1,0.291352,0,3.0,27,0,0,0,1,0,0,0,0,0,0,0,0
8515,9482,138.0,0.0,0.489286,2,0.0,1,0.369778,1,3.0,22,0,0,0,1,0,0,0,0,0,0,0,0
8516,9483,266.0,0.0,0.878556,5,0.0,1,0.930653,1,5.0,46,0,1,0,0,0,0,0,0,0,0,0,1
8517,9484,174.0,0.0,0.57388,3,0.0,1,0.578987,0,2.0,28,0,0,0,0,0,0,0,0,0,0,0,1
8518,9485,264.0,0.0,0.848914,4,0.0,1,0.934213,1,6.0,47,0,1,0,0,0,0,0,0,0,0,1,0
8519,9486,175.0,0.0,0.555364,5,0.0,2,0.498692,0,3.0,27,1,1,0,1,0,0,0,0,0,0,0,0
8520,9487,132.0,0.0,0.5527,2,0.0,1,0.411863,1,3.0,23,0,0,0,0,0,0,0,0,0,0,1,0
8521,9488,190.0,1.0,0.634707,3,0.0,2,0.748293,0,10.0,27,0,0,0,0,0,1,0,0,0,0,0,0
8522,9489,142.0,0.0,0.713892,6,0.0,1,1.0,0,2.0,35,0,1,0,0,0,0,0,0,1,0,0,0
8523,9490,251.0,1.0,0.729938,3,0.0,1,1.0,0,2.0,24,1,0,0,0,0,0,0,0,0,0,0,0
8524,9491,133.0,1.0,0.821803,3,0.0,2,0.80871,0,3.0,24,0,0,0,0,0,1,0,0,0,0,0,0
8525,9492,159.0,0.0,0.470107,4,1.0,2,0.874928,0,2.0,38,0,1,0,1,0,0,0,0,0,0,0,0
8526,9493,169.0,0.0,0.664928,3,0.0,2,0.499317,0,10.0,27,0,0,0,0,0,1,0,0,0,0,0,0
8527,9494,253.0,0.0,0.821717,4,0.0,2,0.858685,0,2.0,45,0,1,0,1,0,0,0,0,0,0,0,0
8528,9495,142.0,0.0,0.586362,3,0.0,1,0.607,0,3.0,22,0,0,0,0,0,0,0,0,0,0,0,1
8529,9496,240.0,0.0,0.922276,3,0.0,1,0.477318,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,1
8530,9497,151.0,1.0,0.950575,5,0.0,1,0.243119,0,3.0,44,1,1,0,0,0,0,0,0,0,0,1,0
8531,9498,235.0,0.0,0.722799,4,0.0,1,0.940122,0,3.0,37,0,1,0,0,0,0,0,0,1,0,0,0
8532,9499,157.0,0.0,0.481378,2,0.0,2,0.454214,1,3.0,22,0,0,0,0,0,0,0,0,0,0,0,1
8533,9500,143.0,0.0,0.824315,4,0.0,2,0.583509,0,4.0,22,1,0,0,0,0,0,0,0,0,0,0,1
8534,9501,260.0,0.0,0.894108,3,0.0,1,0.889052,0,2.0,24,1,0,0,0,0,0,0,0,0,0,0,1
8535,9502,247.0,0.0,0.989227,6,0.0,2,0.123807,1,4.0,30,0,1,0,0,0,0,1,0,0,0,0,0
8536,9503,135.0,0.0,0.684516,2,0.0,2,0.634721,0,6.0,25,1,0,0,0,0,0,0,1,0,0,0,0
8537,9504,247.0,0.0,0.743265,4,0.0,2,0.78849,0,2.0,48,0,1,0,0,0,0,0,0,0,0,1,0
8538,9505,206.0,0.0,1.0,6,0.0,2,0.783548,1,5.0,45,0,1,0,0,0,0,0,0,0,0,0,1
8539,9506,252.0,1.0,0.91435,4,0.0,2,0.594045,0,3.0,47,0,1,0,0,0,0,0,0,0,0,1,0
8540,9507,237.0,0.0,0.443885,2,0.0,1,0.530737,0,2.0,22,0,0,0,0,0,0,0,0,0,0,1,0
8541,9508,206.0,0.0,0.853357,3,0.0,1,0.79092,0,3.0,23,1,0,1,0,0,0,0,0,0,0,0,0
8542,9509,151.0,1.0,0.571511,4,0.0,2,0.578849,0,4.0,45,0,1,0,0,0,0,0,0,0,0,1,0
8543,9510,241.0,0.0,0.410889,4,0.0,2,0.850993,0,6.0,27,0,0,0,0,0,0,0,0,0,0,1,0
8544,9511,176.0,1.0,0.717402,4,0.0,2,0.65027,0,3.0,39,0,1,0,0,0,1,0,0,0,0,0,0
8545,9512,233.0,0.0,0.555224,4,0.0,1,0.819348,0,2.0,28,0,0,0,0,0,0,0,0,1,0,0,0
8546,9513,260.0,0.0,0.456171,3,0.0,1,0.922604,0,8.0,28,0,0,0,0,0,0,0,0,0,0,0,1
8547,9514,176.0,0.0,0.993455,5,1.0,2,0.90872,0,6.0,43,0,1,0,0,1,0,0,0,0,0,0,0
8548,9515,140.0,0.0,0.579809,3,0.0,1,0.728195,0,2.0,31,1,1,0,0,0,0,0,0,0,1,0,0
8549,9516,228.0,0.0,0.754216,5,0.0,1,0.227262,0,5.0,41,0,1,0,0,0,0,0,0,0,0,1,0
8550,9517,205.0,1.0,0.451318,2,0.0,1,0.863336,0,5.0,22,1,0,0,0,0,0,0,0,0,0,0,1
8551,9518,250.0,0.0,0.593812,4,0.0,2,0.551725,0,2.0,46,0,1,0,0,1,0,0,0,0,0,0,0
8552,9519,166.0,0.0,1.0,3,0.0,2,0.734056,0,3.0,27,0,0,0,0,0,0,0,0,0,0,0,1
8553,9520,197.0,0.0,0.748122,4,0.0,1,0.652445,0,3.0,48,0,1,0,0,0,0,0,0,0,0,1,0
8554,9521,240.0,0.0,0.949636,5,0.0,2,0.74431,0,4.0,53,0,1,0,1,0,0,0,0,0,0,0,0
8555,9522,264.0,0.0,0.516628,3,0.0,1,0.962183,0,3.0,25,1,0,0,0,0,0,0,0,0,0,0,1
8556,9523,232.0,0.0,0.508382,5,0.0,2,0.841877,0,3.0,47,1,1,0,0,0,0,0,1,0,0,0,0
8557,9524,113.0,0.0,0.564584,3,0.0,2,0.466693,0,4.0,25,0,0,0,0,0,0,0,1,0,0,0,0
8558,9525,156.0,0.0,0.546285,2,0.0,2,0.397487,1,3.0,22,0,0,0,0,0,0,0,0,0,0,0,1
8559,9526,238.0,0.0,0.850391,4,0.0,1,0.968702,0,2.0,48,0,1,0,1,0,0,0,0,0,0,0,0
8560,9527,255.0,0.0,0.872565,5,0.0,1,0.718119,0,3.0,34,0,1,0,0,0,0,0,0,0,0,1,0
8561,9528,260.0,0.0,0.846525,4,0.0,1,0.576912,0,2.0,24,1,0,0,0,0,0,0,0,0,0,0,1
8562,9529,191.0,0.0,0.732363,2,0.0,2,0.348624,0,3.0,24,0,0,0,0,0,0,0,0,0,0,0,0
8563,9530,214.0,0.0,0.849708,3,0.0,1,0.725793,0,3.0,32,1,1,0,0,0,1,0,0,0,0,0,0
8564,9531,247.0,0.0,0.772142,5,0.0,2,0.542417,0,3.0,50,0,1,0,0,1,0,0,0,0,0,0,0
8565,9532,286.0,0.0,0.508516,2,0.0,1,0.731506,0,7.0,25,0,0,0,0,0,0,0,1,0,0,0,0
8566,9533,259.0,0.0,0.919672,3,0.0,1,1.0,0,2.0,24,0,0,0,0,0,0,0,0,0,0,1,0
8567,9534,158.0,0.0,0.889477,3,0.0,2,0.875236,0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,1
8568,9535,159.0,0.0,0.507084,3,0.0,1,0.84857,0,3.0,24,0,0,0,1,0,0,0,0,0,0,0,0
8569,9536,167.0,0.0,0.546832,4,0.0,2,0.790556,0,3.0,43,1,1,0,0,0,1,0,0,0,0,0,0
8570,9538,225.0,0.0,0.953414,4,0.0,2,0.784052,0,2.0,40,0,1,1,0,0,0,0,0,0,0,0,0
8571,9539,154.0,1.0,0.558385,2,0.0,2,0.439684,1,3.0,22,0,0,0,0,0,0,0,1,0,0,0,0
8572,9540,135.0,0.0,0.844138,3,0.0,1,0.930027,0,2.0,23,1,0,0,1,0,0,0,0,0,0,0,0
8573,9541,224.0,0.0,0.83257,5,0.0,1,0.799439,0,4.0,42,0,1,0,0,0,1,0,0,0,0,0,0
8574,9542,138.0,0.0,0.617044,2,0.0,2,0.41488,1,3.0,29,0,0,0,0,0,0,0,0,0,0,0,0
8575,9543,255.0,0.0,0.808703,5,0.0,3,0.157015,0,3.0,40,1,1,0,0,0,1,0,0,0,0,0,0
8576,9544,226.0,0.0,0.88057,4,0.0,1,0.798884,1,5.0,49,0,1,0,0,0,0,0,0,0,0,0,1
8577,9547,145.0,0.0,0.867274,3,0.0,2,0.643876,0,3.0,23,0,0,0,0,0,0,0,0,0,0,0,1
8578,9548,173.0,0.0,0.949235,4,0.0,1,0.966757,0,2.0,46,0,1,0,1,0,0,0,0,0,0,0,0
8579,9549,190.0,0.0,0.655489,4,0.0,2,0.682224,0,4.0,35,1,1,0,1,0,0,0,0,0,0,0,0
8580,9550,197.0,0.0,0.783847,5,0.0,2,0.617501,0,3.0,42,0,1,1,0,0,0,0,0,0,0,0,0
8581,9551,178.0,0.0,0.617445,3,0.0,2,0.797249,0,2.0,25,1,0,0,0,0,1,0,0,0,0,0,0
8582,9552,130.0,0.0,0.969947,6,0.0,1,0.866818,0,5.0,52,0,1,0,0,0,1,0,0,0,0,0,0
8583,9553,231.0,1.0,0.898519,5,0.0,1,0.745067,0,2.0,41,0,1,0,0,0,0,0,0,0,0,1,0
8584,9554,139.0,0.0,0.514818,2,0.0,2,0.481677,1,3.0,23,0,0,0,0,0,0,0,0,0,0,0,0
8585,9555,229.0,0.0,0.783213,5,0.0,2,0.741678,0,2.0,30,0,1,0,0,0,0,0,1,0,0,0,0
8586,9556,154.0,0.0,0.913899,3,0.0,2,0.818018,0,2.0,25,1,0,0,0,0,0,0,0,1,0,0,0
8587,9557,169.0,0.0,0.791979,5,0.0,2,0.199777,0,4.0,48,0,1,0,0,0,0,0,0,0,0,1,0
8588,9558,276.0,0.0,0.504834,4,0.0,1,0.881242,0,4.0,50,0,1,0,0,0,0,0,0,0,0,1,0
8589,9559,132.0,0.0,0.503141,2,0.0,1,0.420445,1,3.0,27,0,0,0,1,0,0,0,0,0,0,0,0
8590,9560,150.0,1.0,0.53199,3,0.0,1,0.784754,0,3.0,23,0,0,0,1,0,0,0,0,0,0,0,0
8591,9561,216.0,0.0,0.798326,4,0.0,2,0.675054,0,4.0,50,0,1,0,0,0,0,0,0,1,0,0,0
8592,9562,187.0,1.0,1.0,5,0.0,2,0.855239,0,3.0,37,1,1,0,1,0,0,0,0,0,0,0,0
8593,9563,242.0,0.0,0.345537,4,0.0,1,0.791234,0,3.0,50,0,1,0,0,0,0,0,0,0,0,0,1
8594,9564,153.0,0.0,0.697789,4,0.0,1,0.657801,0,3.0,34,1,1,0,0,0,0,0,0,1,0,0,0
8595,9565,132.0,0.0,0.517114,2,0.0,1,0.370084,1,3.0,29,0,0,0,0,1,0,0,0,0,0,0,0
8596,9566,189.0,0.0,0.607131,4,0.0,1,0.822709,0,2.0,34,0,1,0,0,0,1,0,0,0,0,0,0
8597,9567,109.0,0.0,0.373887,2,0.0,1,0.65198,0,6.0,22,1,0,0,0,0,0,0,0,0,0,0,1
8598,9568,252.0,0.0,0.755225,4,0.0,1,0.655388,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
8599,9571,189.0,0.0,1.0,3,0.0,1,0.570716,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,1
8600,9573,232.0,0.0,1.0,5,0.0,2,0.853527,1,5.0,30,0,1,0,1,0,0,0,0,0,0,0,0
8601,9574,198.0,0.0,0.547053,4,0.0,1,0.671638,0,3.0,38,0,1,0,0,0,1,0,0,0,0,0,0
8602,9575,252.0,0.0,0.69173,3,0.0,1,0.987547,0,2.0,29,0,0,0,0,0,1,0,0,0,0,0,0
8603,9576,189.0,0.0,0.755495,3,0.0,2,0.699572,0,3.0,28,0,0,0,0,0,1,0,0,0,0,0,0
8604,9577,221.0,1.0,0.762871,3,0.0,2,0.686021,0,4.0,29,0,0,0,0,1,0,0,0,0,0,0,0
8605,9578,157.0,0.0,0.716197,4,0.0,1,0.636262,0,4.0,34,0,1,0,0,1,0,0,0,0,0,0,0
8606,9579,266.0,1.0,0.992893,4,0.0,3,0.865121,0,2.0,47,0,1,0,0,0,0,0,0,1,0,0,0
8607,9580,182.0,0.0,0.474114,2,0.0,1,0.507737,0,3.0,22,1,0,0,0,0,0,0,0,0,0,0,1
8608,9581,171.0,0.0,0.817746,5,0.0,2,0.146171,0,6.0,46,1,1,0,1,0,0,0,0,0,0,0,0
8609,9582,145.0,0.0,0.514802,2,0.0,1,0.491658,1,3.0,24,0,0,0,0,0,0,0,1,0,0,0,0
8610,9583,213.0,0.0,0.635586,4,0.0,2,0.46487,0,3.0,38,0,1,0,0,0,0,0,0,0,0,1,0
8611,9584,139.0,0.0,0.637433,2,0.0,2,0.71053,0,8.0,24,0,0,0,0,0,0,0,0,0,0,0,1
8612,9585,212.0,1.0,0.405069,5,0.0,2,0.499023,0,3.0,39,0,1,0,1,0,0,0,0,0,0,0,0
8613,9586,201.0,1.0,0.785718,4,0.0,2,0.570293,0,8.0,46,0,1,0,0,0,0,0,0,0,0,0,1
8614,9587,172.0,0.0,0.66631,4,0.0,2,0.761087,0,3.0,47,1,1,0,0,0,1,0,0,0,0,0,0
8615,9588,226.0,0.0,0.902732,5,0.0,2,0.865501,1,5.0,38,0,1,0,0,0,0,1,0,0,0,0,0
8616,9589,237.0,0.0,0.548382,5,0.0,1,0.574076,0,2.0,49,0,1,0,0,0,1,0,0,0,0,0,0
8617,9591,173.0,0.0,0.692791,2,0.0,1,0.302392,0,2.0,25,0,0,0,0,0,0,0,1,0,0,0,0
8618,9592,242.0,0.0,0.635318,3,0.0,2,0.659734,0,3.0,26,0,0,0,1,0,0,0,0,0,0,0,0
8619,9593,265.0,0.0,1.0,5,0.0,1,0.730234,0,2.0,33,1,1,0,0,1,0,0,0,0,0,0,0
8620,9594,189.0,1.0,0.905672,6,0.0,2,0.780612,0,3.0,38,0,1,0,0,0,0,0,0,0,0,0,1
8621,9595,192.0,0.0,0.831768,4,0.0,2,0.705573,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,0
8622,9596,247.0,0.0,0.584612,2,0.0,2,0.0623794,1,4.0,27,0,0,0,0,0,0,0,0,0,0,0,1
8623,9597,234.0,0.0,0.975893,2,0.0,2,0.219601,0,4.0,24,1,0,0,0,0,0,0,0,0,0,0,1
8624,9598,135.0,0.0,0.548046,2,0.0,3,0.895321,0,3.0,25,1,0,0,1,0,0,0,0,0,0,0,0
8625,9599,175.0,0.0,0.692312,3,0.0,1,0.4956,0,2.0,29,0,0,0,0,0,1,0,0,0,0,0,0
8626,9600,215.0,0.0,0.770643,6,0.0,2,0.835061,0,5.0,34,0,1,0,0,0,0,0,0,0,0,0,1
8627,9601,257.0,0.0,0.74746,3,0.0,1,0.783874,0,2.0,29,0,0,0,0,0,0,0,0,0,0,0,1
8628,9602,217.0,0.0,0.507834,5,0.0,1,0.203413,0,4.0,38,0,1,0,0,0,1,0,0,0,0,0,0
8629,9604,182.0,0.0,0.477595,4,0.0,2,0.554841,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
8630,9605,142.0,0.0,0.782776,4,0.0,2,0.78727,0,2.0,32,0,1,0,0,0,0,0,1,0,0,0,0
8631,9606,238.0,0.0,0.874043,5,0.0,3,0.833852,0,3.0,38,0,1,0,0,0,0,1,0,0,0,0,0
8632,9607,188.0,0.0,0.757974,3,0.0,1,0.134049,1,4.0,24,0,0,0,1,0,0,0,0,0,0,0,0
8633,9608,225.0,0.0,0.931599,3,0.0,1,0.726222,0,2.0,25,0,0,0,0,0,0,0,0,0,0,0,1
8634,9609,216.0,0.0,0.846628,4,0.0,1,0.547138,0,2.0,26,1,1,0,1,0,0,0,0,0,0,0,0
8635,9610,224.0,0.0,0.910271,4,0.0,2,0.615978,0,10.0,22,0,0,0,0,0,0,0,0,0,0,0,1
8636,9611,194.0,1.0,0.809816,4,0.0,1,0.867009,0,3.0,54,1,1,0,0,0,0,0,0,0,1,0,0
8637,9612,263.0,0.0,0.557119,2,0.0,1,0.975522,0,3.0,24,1,0,0,0,0,0,0,1,0,0,0,0
8638,9613,199.0,0.0,0.40794,2,0.0,2,0.45863,0,2.0,22,1,0,0,0,0,0,0,0,0,0,1,0
8639,9614,217.0,0.0,0.73366,6,0.0,1,0.943089,0,5.0,36,0,1,0,0,0,0,0,0,0,0,0,1
8640,9615,272.0,0.0,0.936399,5,0.0,1,0.732345,0,2.0,36,0,1,0,0,0,0,0,1,0,0,0,0
8641,9616,150.0,0.0,0.845806,3,0.0,1,0.89944,0,2.0,27,0,0,0,1,0,0,0,0,0,0,0,0
8642,9618,269.0,0.0,0.798684,5,0.0,1,1.0,0,3.0,32,1,1,0,0,0,0,0,0,0,0,0,1
8643,9619,135.0,1.0,0.514948,3,0.0,2,0.587751,0,3.0,26,0,0,0,0,0,0,0,0,0,0,0,0
8644,9620,224.0,0.0,0.617757,4,0.0,1,0.899191,0,2.0,44,0,1,0,0,0,0,0,0,0,0,0,1
8645,9621,131.0,0.0,0.527836,2,0.0,2,0.418905,1,3.0,27,0,0,0,0,0,0,0,0,0,0,0,1
8646,9622,274.0,1.0,0.577063,4,0.0,1,0.697688,0,5.0,49,1,1,0,0,0,0,0,0,0,0,0,1
8647,9623,209.0,0.0,0.704275,4,0.0,1,0.944746,0,2.0,44,0,1,0,0,0,0,0,0,0,0,0,1
8648,9626,262.0,0.0,0.791065,5,0.0,1,0.789351,1,5.0,50,0,1,0,0,0,0,0,0,1,0,0,0
8649,9627,212.0,0.0,0.858985,3,0.0,2,1.0,0,3.0,26,0,0,0,0,0,0,0,0,0,0,1,0
8650,9628,246.0,0.0,0.508742,4,0.0,1,0.737623,0,3.0,46,1,1,0,0,0,0,0,0,0,0,1,0
8651,9629,242.0,0.0,0.550372,3,0.0,1,0.61661,0,3.0,23,0,0,0,0,0,0,0,0,1,0,0,0
8652,9630,241.0,1.0,0.569111,3,0.0,2,0.817749,0,3.0,22,1,0,0,0,0,0,0,0,0,0,0,1
8653,9631,175.0,1.0,0.714902,4,0.0,2,0.665065,0,3.0,42,1,1,0,0,0,1,0,0,0,0,0,0
8654,9632,183.0,0.0,0.716133,3,0.0,1,0.786999,0,3.0,22,0,0,0,0,0,1,0,0,0,0,0,0
8655,9634,205.0,1.0,0.755699,2,0.0,1,0.387283,0,6.0,26,0,0,0,0,0,0,0,0,0,0,0,1
8656,9635,172.0,0.0,0.881703,3,0.0,2,0.911763,0,3.0,28,0,0,0,0,0,0,0,0,1,0,0,0
8657,9636,168.0,1.0,0.451289,3,0.0,1,0.771479,0,2.0,23,0,0,0,0,0,0,0,0,0,0,0,1
8658,9637,129.0,0.0,0.492706,4,0.0,2,0.748017,0,2.0,38,0,1,0,1,0,0,0,0,0,0,0,0
8659,9638,263.0,0.0,0.702689,5,0.0,2,0.697054,0,3.0,30,0,1,0,1,0,0,0,0,0,0,0,0
8660,9639,124.0,0.0,0.541764,2,0.0,1,0.325893,0,3.0,28,0,0,0,0,0,0,0,0,0,0,1,0
8661,9640,131.0,0.0,0.964856,3,0.0,2,0.624438,0,6.0,24,0,0,0,0,0,0,0,0,0,0,0,0
8662,9641,149.0,0.0,0.492047,5,0.0,1,0.659045,0,3.0,47,0,1,0,0,0,0,0,0,0,0,0,1
8663,9643,152.0,0.0,0.617833,4,0.0,1,0.413433,0,3.0,52,0,1,0,1,0,0,0,0,0,0,0,0
8664,9644,248.0,0.0,0.836254,3,0.0,3,0.559031,0,2.0,24,0,0,0,0,1,0,0,0,0,0,0,0
8665,9645,234.0,0.0,0.563115,3,0.0,2,0.517688,0,3.0,29,0,0,0,0,0,0,0,0,0,0,0,1
8666,9646,144.0,0.0,1.0,3,0.0,2,0.838726,0,4.0,23,1,0,0,0,0,0,0,0,0,0,0,1
8667,9648,181.0,1.0,0.681524,3,0.0,2,1.0,0,3.0,26,0,0,0,0,0,0,0,0,0,0,1,0
8668,9649,231.0,0.0,0.820629,4,0.0,1,0.844043,0,2.0,48,0,1,0,0,0,0,0,0,0,0,0,1
8669,9650,245.0,0.0,0.480632,4,0.0,2,0.700925,0,3.0,28,0,0,0,0,0,0,0,0,0,0,1,0
8670,9651,255.0,1.0,0.690313,3,0.0,1,0.848738,0,4.0,22,0,0,0,0,0,0,1,0,0,0,0,0
8671,9652,251.0,0.0,0.660384,3,0.0,1,0.511269,0,3.0,27,0,0,0,0,0,1,0,0,0,0,0,0
8672,9653,264.0,0.0,0.56699,2,0.0,1,0.812753,0,2.0,26,0,0,0,0,0,0,0,0,0,0,1,0
8673,9655,201.0,0.0,0.905956,4,0.0,2,0.482726,0,3.0,31,0,1,0,1,0,0,0,0,0,0,0,0
8674,9656,249.0,1.0,0.909966,5,0.0,1,0.928768,0,3.0,33,1,1,0,0,0,1,0,0,0,0,0,0
8675,9657,293.0,0.0,0.963884,7,0.0,1,0.0726297,1,4.0,55,0,1,0,0,0,0,0,0,0,0,0,1
8676,9658,269.0,0.0,0.512374,4,0.0,3,0.798526,0,3.0,26,1,1,0,0,0,0,0,0,0,0,0,1
8677,9659,258.0,0.0,0.746896,4,0.0,2,0.757864,0,3.0,34,1,1,0,1,0,0,0,0,0,0,0,0
8678,9660,270.0,1.0,0.974524,4,0.0,1,0.802241,0,3.0,30,0,1,0,0,0,0,0,0,0,0,1,0
8679,9662,266.0,0.0,0.859275,4,0.0,3,0.731533,0,3.0,22,0,0,0,0,0,0,0,0,0,0,0,1
8680,9664,168.0,1.0,0.867468,3,0.0,1,0.509842,0,4.0,24,0,0,0,0,0,0,0,0,0,0,0,0
8681,9665,191.0,0.0,0.947878,5,0.0,3,0.314413,0,3.0,44,0,1,0,0,0,0,0,0,0,0,1,0
8682,9666,271.0,1.0,0.819039,4,0.0,2,0.652322,0,3.0,24,1,0,0,0,0,0,0,0,0,0,1,0
8683,9667,254.0,0.0,1.0,4,0.0,1,0.563987,0,3.0,38,0,1,0,0,0,0,0,0,0,0,0,1
8684,9668,142.0,0.0,0.734244,3,0.0,1,0.154792,0,2.0,31,0,1,0,0,0,0,0,0,1,0,0,0
8685,9669,223.0,1.0,0.538664,3,0.0,1,0.893066,0,4.0,24,1,0,0,1,0,0,0,0,0,0,0,0
8686,9671,272.0,0.0,0.629551,4,0.0,2,0.476331,0,3.0,26,0,0,0,0,1,0,0,0,0,0,0,0
8687,9672,104.0,0.0,0.451408,6,0.0,1,1.0,0,6.0,31,1,1,0,1,0,0,0,0,0,0,0,0
8688,9673,205.0,1.0,0.704796,3,0.0,2,0.926319,0,8.0,23,0,0,0,0,0,0,1,0,0,0,0,0
8689,9674,155.0,0.0,0.74489,3,0.0,1,0.860511,0,3.0,23,1,0,0,0,0,0,0,0,0,0,0,0
8690,9675,178.0,0.0,0.555592,2,0.0,2,0.468868,0,2.0,24,1,0,0,0,0,0,0,0,0,0,1,0
8691,9676,263.0,0.0,0.615255,4,0.0,1,0.754372,0,2.0,26,0,0,0,0,0,0,0,0,0,0,0,1
8692,9677,180.0,0.0,0.556855,3,0.0,2,0.501662,1,4.0,26,0,0,0,1,0,0,0,0,0,0,0,0
8693,9678,247.0,0.0,0.888631,2,0.0,1,0.672912,0,3.0,27,0,0,0,1,0,0,0,0,0,0,0,0
8694,9679,187.0,0.0,0.725526,3,0.0,2,0.42489,0,3.0,29,0,0,0,0,0,0,0,0,0,0,0,1
8695,9680,259.0,0.0,0.97447,4,0.0,1,0.797601,1,5.0,28,0,0,0,0,0,0,0,0,0,0,0,1
8696,9681,157.0,0.0,0.536066,2,0.0,2,0.450057,1,3.0,28,0,0,0,0,0,0,1,0,0,0,0,0
8697,9683,254.0,1.0,0.971611,7,0.0,2,0.15528,1,4.0,45,0,1,1,0,0,0,0,0,0,0,0,0
8698,9684,254.0,1.0,0.662609,5,0.0,1,1.0,0,5.0,51,0,1,0,0,0,0,0,0,0,0,0,1
